age,education,default,balance,housing,loan,day,campaign,pdays,previous,y,month_num,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,contact_cellular,contact_telephone,poutcome_failure,poutcome_other,poutcome_success
35,3,0,18,1,1,11,10,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,1,0,116,1,0,11,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56,1,0,1,0,0,11,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,810,0,0,11,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,3,1,15,0,0,11,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,188,0,0,11,10,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
49,2,0,1788,1,0,11,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,3,0,797,1,0,11,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,2,1,0,11,17,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
41,3,0,1755,0,0,11,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,1,0,321,1,0,11,8,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,2,0,1306,0,0,11,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36,2,0,1704,0,0,11,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0,0,83,1,0,11,29,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36,2,0,0,0,0,11,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,3,0,497,0,0,11,5,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,59,1,0,11,19,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1,0,3304,0,0,11,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,3,0,79,0,0,11,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2,0,171,1,0,11,10,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,1,-142,0,0,11,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,316,0,0,11,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2,0,30,1,0,11,14,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1,0,272,0,0,11,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,0,0,0,0,11,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,1,0,2995,1,0,11,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,3,0,1454,0,0,11,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
59,2,0,2432,0,0,11,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,3,0,0,0,0,11,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,240,0,0,12,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,0,0,2952,1,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,181,0,0,12,6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2,0,225,1,0,12,12,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47,0,0,0,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2,0,352,1,0,12,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,2,0,2342,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,3,0,1706,0,0,12,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,1,0,1691,0,0,12,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,0,50,1,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2,0,728,1,0,12,16,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,2,0,1094,1,0,12,8,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,3,0,1841,0,0,12,5,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
45,3,0,3370,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,106,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,1,0,142,0,0,12,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,1590,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,2,0,0,0,0,12,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,3,0,0,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,2,0,257,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,1,0,642,0,0,12,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,340,1,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,2252,0,0,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,1,0,0,1,1,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,2,0,270,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,1,0,215,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,1,0,596,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,0,0,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,2,0,1709,1,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2,0,0,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,2596,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,2,0,1290,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1,0,714,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,2692,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,1671,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,45,0,0,12,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
52,2,0,693,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,292,0,0,12,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,2,0,440,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,1,0,0,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,0,0,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
44,2,0,938,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,3,0,53,0,0,12,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,2,0,120,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,0,3165,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,2,0,209,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,3,0,292,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,0,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,2,0,29,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36,2,0,2880,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0,0,74,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,2,0,1221,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1,0,183,0,0,12,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,1,0,518,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,1,0,2499,0,0,12,5,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,0,0,108,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,2478,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,1,0,221,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2,0,273,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,187,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,0,0,657,0,0,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,0,657,1,0,12,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36,1,0,398,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,2,0,545,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,0,0,490,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,0,113,1,0,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,1,-178,0,1,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,0,1319,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
50,1,0,260,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,2082,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,0,409,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,1,0,1087,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,2,0,1367,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,0,753,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,3,0,456,0,0,12,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,0,1625,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,1,0,292,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,3,0,261,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,1590,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
59,2,0,3353,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42,2,0,1456,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,0,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,0,2564,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38,1,0,556,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,2,0,580,1,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,0,2312,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,952,0,1,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,2,0,57,1,0,12,12,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47,2,0,137,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,3,0,631,1,0,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,1,0,0,0,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1,0,214,0,0,12,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,0,0,0,0,12,6,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,1,0,1887,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2,0,1113,0,0,12,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
39,1,0,1397,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,2,0,1453,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,2,1,693,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
44,3,0,0,0,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38,2,0,702,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,2,0,309,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40,2,0,1291,0,1,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,1,0,506,1,1,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1,0,472,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,0,2732,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,0,937,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,2,0,734,0,1,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,3,0,1041,1,0,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47,1,0,1610,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,0,664,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1,0,0,0,1,12,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0,0,1317,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,0,0,172,0,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,3,0,1052,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47,1,0,1405,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,2,0,1476,0,0,12,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,1,0,1116,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,163,1,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,-700,0,1,12,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40,2,0,406,1,0,12,2,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,3,0,1347,1,1,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35,2,0,128,0,0,12,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,0,2190,0,1,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,1,0,999,1,0,12,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,0,2243,0,0,12,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51,1,0,3073,0,0,12,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2,0,0,1,0,12,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56,1,0,133,0,1,12,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48,1,0,916,0,0,12,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,0,0,0,12,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,3,0,3355,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,1627,1,0,12,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44,3,0,677,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,0,-363,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40,2,0,84,1,1,12,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,1,0,548,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
52,3,0,199,1,1,12,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,3,0,1433,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,18,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,1,0,310,0,1,12,4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,0,3049,0,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,2,0,583,1,0,12,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,3,0,2223,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,0,1985,0,0,12,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,2,0,1165,0,0,12,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,3,0,675,0,1,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,2,0,0,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36,3,0,-85,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,0,3140,0,0,12,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,8,0,0,12,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,991,1,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
55,1,0,0,0,0,12,8,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2,0,1765,1,0,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,2,0,150,0,0,12,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,3,0,452,1,0,12,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2,0,-336,0,1,12,8,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2,0,-289,1,0,12,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,2,1,-203,1,0,12,3,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,0,2576,0,0,12,4,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,1,0,-245,1,1,12,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,3,0,775,1,0,16,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,733,0,0,16,4,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,1,0,210,0,0,16,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56,2,0,654,1,1,16,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,2,0,340,0,1,16,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,1,0,0,16,5,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,3,0,573,1,1,16,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,0,0,0,16,5,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,1,0,275,1,0,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,0,1521,1,0,16,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,3,0,917,0,0,16,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
49,1,0,785,0,0,16,6,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,1053,0,0,16,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,1,0,1,1,0,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,3,0,658,1,0,16,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,0,749,1,0,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,1610,0,0,16,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
41,1,0,492,1,1,16,29,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,3,0,1401,0,0,16,4,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,2,0,1977,0,0,16,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,0,32,0,1,16,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,0,361,1,0,16,2,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,2,0,477,0,0,16,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
56,1,0,657,0,0,16,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,0,3436,0,0,16,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,0,2346,0,0,16,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,2,0,213,1,0,16,15,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,3,0,60,0,0,16,6,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38,2,0,727,1,0,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2,0,2044,0,1,16,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38,3,0,1018,0,0,16,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,2,1,296,0,1,16,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,0,-62,1,0,16,3,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,1,0,2636,1,0,16,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46,2,0,68,1,1,16,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
51,2,0,2216,1,1,16,8,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,2,0,1279,1,0,16,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
57,1,0,24,0,0,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1,0,-255,1,1,16,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,0,1120,0,0,16,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
